Year,Employer,Role,Count Male,Count Female,Min Salary,Max Salary,Median Male Salary,Median Female Salary
1964,Mobile Solutions Corp (MSC),IT Technician,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Software Engineer,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Web Developer,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Data Scientist,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1964,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Computer Operator,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Software Developer,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Database Administrator,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),IT Technician,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Web Developer,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1964,Department Laboratory (DL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Computer Operator,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Systems Analyst,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Software Developer,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Database Administrator,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Network Engineer,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,IT Technician,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Software Engineer,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Web Developer,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1964,Code AI Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),IT Technician,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Web Developer,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1964,Innovation Security LLC (ISL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Computer Operator,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Software Developer,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Database Administrator,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Stream Data Inc (SDI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cloud Net LLC (CNL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Cyber Digital Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Virtual Institute LLC,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Computer Operator,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Software Developer,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Database Administrator,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Administration (DA),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Space Laboratory (SL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Security Innovation Corp (SIC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Advanced,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Net System Inc (NSI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Institute Agency,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Group Technologies Inc (GTI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Computer Operator,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Software Developer,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Database Administrator,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Computer Operator,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Software Developer,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Database Administrator,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Department Laboratory (DL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Computer Operator,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Systems Analyst,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Software Developer,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Database Administrator,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Code AI Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),IT Technician,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Web Developer,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1966,Innovation Security LLC (ISL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Computer Operator,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Software Developer,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Database Administrator,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Stream Data Inc (SDI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cloud Net LLC (CNL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Cyber Digital Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Virtual Institute LLC,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Computer Operator,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Software Developer,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Database Administrator,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Administration (DA),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Space Laboratory (SL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Security Innovation Corp (SIC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Advanced,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Net System Inc (NSI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Institute Agency,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Group Technologies Inc (GTI),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Computer Operator,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Software Developer,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Database Administrator,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Mobile Solutions Corp (MSC),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Computer Operator,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Software Developer,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Database Administrator,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Department Laboratory (DL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Computer Operator,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Systems Analyst,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Software Developer,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Database Administrator,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Code AI Corp,DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Network Engineer,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),IT Technician,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Software Engineer,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Web Developer,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Data Scientist,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),Machine Learning Engineer,0,0,0.0,0.0,0.0,0.0
1968,Innovation Security LLC (ISL),DevOps Engineer,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Computer Operator,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Systems Analyst,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Software Developer,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Database Administrator,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Network Engineer,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),IT Technician,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Software Engineer,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Web Developer,0,0,0.0,0.0,0.0,0.0
1970,Stream Data Inc (SDI),Cybersecurity Analyst,0,0,0.0,0.0,0.0,0.0
