song,text,Streams,Artist,Artist Followers,Genre,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
,,"5,013,851","NF, Hopsin",5831194,"['hip hop', 'pop rap', 'rap']",200,1,2021-03-12--2021-03-19,2021-03-11,2021-03-12--2021-03-19,66,0.637,0.912,-3.123,0.308,0.352,0.0657,116.919,234852,0.451,F
,,"5,510,906",Madame,1251372,[],158,1,2021-03-05--2021-03-12,2021-08-13,2021-03-05--2021-03-12,0,0.615,0.834,-5.471,0.0667,0.105,0.157,112.602,211411,0.341,G#/Ab
,,"5,462,333",Pop Smoke,6852509,['brooklyn drill'],64,2,2021-02-26--2021-03-05,2021-02-26,"2021-03-05--2021-03-12
2021-02-26--2021-03-05",75,0.751,0.744,-6.859,0.177,0.152,0.252,148.014,171892,0.634,C#/Db
,,"5,393,459",Juice WRLD,19102888,"['chicago rap', 'melodic rap']",166,1,2021-03-05--2021-03-12,2021-03-05,2021-03-05--2021-03-12,72,0.53,0.37,-9.989,0.0279,0.806,0.112,140.061,206734,0.701,F#/Gb
,,"5,321,946","Francesca Michielin, Fedez",568711,"['italian adult pop', 'italian indie pop', 'italian pop', 'italian pop rock']",170,1,2021-03-05--2021-03-12,2021-03-03,2021-03-05--2021-03-12,67,0.641,0.636,-4.318,0.0414,0.289,0.125,89.826,222667,0.285,A#/Bb
,,"5,232,377","Anuel AA, Ozuna",18306226,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",54,7,2021-01-22--2021-01-29,2021-01-22,"2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29",73,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,206587,0.67,F#/Gb
,,"5,208,787","Booba, JSX",2161609,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",175,1,2021-03-05--2021-03-12,2021-03-04,2021-03-05--2021-03-12,72,0.784,0.529,-7.681,0.0742,0.683,0.118,134.041,187362,0.246,B
,,"5,170,861",Lil Baby,7816213,"['atl hip hop', 'atl trap', 'rap', 'trap']",180,1,2021-03-05--2021-03-12,2021-03-04,2021-03-05--2021-03-12,74,0.779,0.705,-5.891,0.163,0.00471,0.0971,140.005,192804,0.196,F#/Gb
,,"5,168,240",Lele Pons,786461,"['latin pop', 'viral pop']",24,25,2020-11-06--2020-11-13,2020-09-02,"2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25",77,0.905,0.686,-3.152,0.0664,0.0907,0.266,103.013,155825,0.963,C
,,"5,093,408","Ofenbach, Quarterhead",432511,"['edm', 'new french touch', 'pop dance', 'tropical house']",91,26,2021-01-08--2021-01-15,2020-05-08,"2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18",79,0.798,0.828,-5.36,0.193,0.0247,0.121,124.962,156960,0.6,D
,,"5,073,657",Lil Peep,7535054,"['emo rap', 'lgbtq+ hip hop']",152,23,2021-01-29--2021-02-05,2015,"2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11",82,0.585,0.471,-9.934,0.0616,0.0967,0.115,93.099,142000,0.323,E
,,"5,060,903",BØRNS,1027085,"['modern alternative rock', 'modern rock', 'pop']",61,26,2020-08-21--2020-08-28,2015-10-16,"2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07",83,0.611,0.797,-7.627,0.0533,0.00543,0.26,120.041,218107,0.518,F#/Gb
,,"5,044,929",Conan Gray,3799104,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']",112,28,2020-03-20--2020-03-27,2020-03-20,"2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",82,0.628,0.639,-5.46,0.0435,0.00162,0.354,108.045,185773,0.493,G#/Ab
,,"7,464,020",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",74,1,2021-02-26--2021-03-05,2021-02-25,2021-02-26--2021-03-05,72,0.47,0.709,-4.563,0.0299,0.00124,0.302,98.036,241360,0.247,G
,,"6,591,829",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",38,2,2021-02-19--2021-02-26,2021-02-19,"2021-02-26--2021-03-05
2021-02-19--2021-02-26",71,0.698,0.708,-4.943,0.0454,0.0251,0.124,115.036,122174,0.322,A
,,"5,874,460","C. Tangana, Niño de Elche, La Húngara",1453875,['urbano espanol'],42,12,2020-11-06--2020-11-13,2021-02-26,"2021-02-26--2021-03-05
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13",75,0.823,0.723,-4.778,0.229,0.311,0.0998,83.97,198493,0.505,E
,,"5,440,707",The Kid LAROI,2238190,['australian hip hop'],46,19,2020-11-06--2020-11-13,2020-10-23,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30",74,0.719,0.598,-6.254,0.077,0.232,0.115,142.592,126521,0.303,A
,,"5,145,966",Justin Quiles,2897862,"['latin', 'reggaeton', 'trap latino']",35,27,2020-11-13--2020-11-20,2020-08-14,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04",75,0.807,0.656,-4.395,0.105,0.0165,0.0693,83.943,185840,0.89,D#/Eb
,,"5,124,742",Arizona Zervas,621200,"['pop rap', 'rhode island rap']",2,61,2019-12-27--2020-01-03,2019-10-10,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",82,0.621,0.601,-5.616,0.148,0.0522,0.46,116.735,163636,0.457,F#/Gb
,,"5,115,990",Post Malone,33663701,"['dfw rap', 'melodic rap', 'rap']",83,53,2019-12-27--2020-01-03,2018-04-27,"2021-02-26--2021-03-05
2021-01-29--2021-02-05
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",83,0.585,0.52,-6.136,0.0712,0.124,0.131,159.801,218147,0.129,F
,,"5,079,580","C. Tangana, Ed Maverick",1453875,['urbano espanol'],185,1,2021-02-26--2021-03-05,2021-02-26,2021-02-26--2021-03-05,70,0.761,0.296,-10.22,0.0484,0.551,0.134,127.938,167867,0.579,C
,,"5,016,283",Halsey,15663384,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",80,57,2020-01-17--2020-01-24,2018-10-04,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",79,0.752,0.488,-7.05,0.0705,0.297,0.0936,136.041,201661,0.533,F#/Gb
,,"4,995,965",Bad Bunny,36177712,"['latin', 'reggaeton', 'trap latino']",33,12,2020-11-27--2020-12-04,2020-11-27,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04",77,0.883,0.6,-7.188,0.37,0.114,0.0931,113.903,156430,0.691,G
,,"4,994,138",Justin Bieber,48544923,"['canadian pop', 'pop', 'post-teen pop']",5,53,2020-03-13--2020-03-20,2020-02-14,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21",77,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867,0.874,A
,,"4,982,892",Clairo,2722638,"['bedroom pop', 'indie pop', 'pop']",49,22,2020-11-13--2020-11-20,2019-08-02,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09",81,0.744,0.619,-9.805,0.039,0.598,0.231,112.997,188387,0.641,C
Photograph,"[Verse 1]  
Loving can hurt, loving can hurt sometimes.  
But it's the only thing that I know.  
When it gets hard, you know it can get hard sometimes,  
It is the only thing that makes us feel alive.  
  
[Pre-Chorus]  
We keep this love in a photograph.  
We made these memories for ourselves.  
Where our eyes are never closing,  
Our hearts are never broken,  
And time's forever frozen, still.  
  
[Chorus]  
So you can keep me  
Inside the pocket of your ripped jeans.  
Holding me close until our eyes meet.  
You won't ever be alone, wait for me to come home.  
  
[Verse 2]  
Loving can heal, loving can mend your soul,  
And it's the only thing that I know, know.  
I swear it will get easier, remember that with every piece of 'ya,  
And it's the only thing we take with us when we die.  
  
[Pre-Chorus]  
We keep this love in a photograph.  
We made these memories for ourselves.  
Where our eyes are never closing,  
Our hearts were never broken,  
And time's forever frozen, still.  
  
[Chorus]  
So you can keep me  
Inside the pocket of your ripped jeans.  
Holding me close until our eyes meet.  
You won't ever be alone,  
And if you hurt me,  
That's okay baby, only words bleed.  
Inside these pages you just hold me,  
And I won't ever let you go.  
Wait for me to come home,  
Wait for me to come home,  
Wait for me to come home,  
Wait for me to come home.  
  
[Bridge]  
You can fit me  
Inside the necklace you got when you were sixteen.  
Next to your heartbeat where I should be.  
Keep it deep within your soul.  
And if you hurt me  
Well that's okay baby, only words bleed.  
Inside these pages you just hold me,  
And I won't ever let you go.  
  
[Outro]  
When I'm away, I will remember how you kissed me  
Under the lamppost back on Sixth street,  
Hearing you whisper through the phone,  
Wait for me to come home.

","4,974,880",Ed Sheeran,83337783,"['pop', 'uk pop']",176,9,2021-02-12--2021-02-19,2014-06-21,"2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-02-07--2020-02-14
2020-01-03--2020-01-10",83,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989,258987,0.201,E
,,"6,162,453",Ariana Grande, , ,20,5,2021-01-15--2021-01-22, ,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22", , , , , , , , , , , 
,,"5,936,752","Bausa, Apache 207",961181,"['german hip hop', 'german pop']",140,1,2021-02-19--2021-02-26,2021-02-26,2021-02-19--2021-02-26,68,0.806,0.565,-8.96,0.113,0.47,0.0824,116.963,195734,0.311,B
,,"5,897,983",NF,5831194,"['hip hop', 'pop rap', 'rap']",144,1,2021-02-19--2021-02-26,2021-02-18,2021-02-19--2021-02-26,69,0.793,0.65,-3.944,0.397,0.371,0.854,128.111,243750,0.809,C#/Db
,,"5,535,339",Shawn Mendes,1251372,[],12,21,2020-10-02--2020-10-09,2021-08-13,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09",0,0.333,0.637,-4.904,0.0581,0.131,0.149,139.898,172693,0.132,C#/Db
,,"5,497,942",Sabrina Carpenter,3689546,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",50,5,2021-01-22--2021-01-29,2021-01-22,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29",76,0.557,0.457,-5.372,0.0335,0.428,0.0567,105.918,177500,0.328,G
,,"5,168,107",Jack Harlow,1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",62,17,2020-10-23--2020-10-30,2020-10-22,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30",76,0.794,0.756,-7.16,0.136,0.11,0.247,123.066,156498,0.775,F
,,"5,116,325",Sara Kays,251549,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",173,5,2021-02-05--2021-02-12,2020-11-06,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29",78,0.679,0.61,-10.936,0.0305,0.585,0.156,123.978,227186,0.554,G
,,"5,059,891","Jason Derulo, Maroon 5",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",128,3,2021-01-22--2021-01-29,2021-01-21,"2021-02-19--2021-02-26
2021-01-29--2021-02-05
2021-01-22--2021-01-29",78,0.749,0.674,-5.128,0.0366,0.0209,0.169,123.055,153865,0.711,A#/Bb
,,"5,053,713",Tones And I,2820477,"['australian pop', 'pop']",177,7,2021-01-29--2021-02-05,2020-11-13,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15",79,0.806,0.513,-6.208,0.0685,0.217,0.217,124.988,178157,0.503,E
,,"5,004,462","Ozuna, Camilo",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",37,25,2020-10-09--2020-10-16,2020-09-04,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11",75,0.734,0.775,-3.855,0.0614,0.186,0.123,166.039,224187,0.72,G#/Ab
,,"4,986,037",Ariana Grande,67208170,"['dance pop', 'pop', 'post-teen pop']",14,5,2020-10-30--2020-11-06,2020-10-30,"2021-02-19--2021-02-26
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",80,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,167990,0.661,A#/Bb
,,"4,984,399",Ed Sheeran,83337783,"['pop', 'uk pop']",28,57,2019-12-27--2020-01-03,2019-05-10,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24
2020-07-10--2020-07-17
2020-07-03--2020-07-10
2020-06-26--2020-07-03
2020-06-19--2020-06-26
2020-06-12--2020-06-19
2020-06-05--2020-06-12
2020-05-29--2020-06-05
2020-05-22--2020-05-29
2020-05-15--2020-05-22
2020-05-08--2020-05-15
2020-05-01--2020-05-08
2020-04-24--2020-05-01
2020-04-17--2020-04-24
2020-04-10--2020-04-17
2020-04-03--2020-04-10
2020-03-27--2020-04-03
2020-03-20--2020-03-27
2020-03-13--2020-03-20
2020-03-06--2020-03-13
2020-02-28--2020-03-06
2020-02-21--2020-02-28
2020-02-14--2020-02-21
2020-02-07--2020-02-14
2020-01-31--2020-02-07
2020-01-24--2020-01-31
2020-01-17--2020-01-24
2020-01-10--2020-01-17
2020-01-03--2020-01-10
2019-12-27--2020-01-03",80,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956,219947,0.842,F#/Gb
